model,rmse,mae,r2
LinearRegression,1.288239785056383,0.9964217943487703,0.39807085384073393
RandomForest,1.2555497280884458,0.954383608360836,0.42823206714202966
NeuralNetwork,1.3172325767595239,1.010468154697252,0.3706722480364414
